id,word,reading,english_meaning,study_level,kanji_components,component_levels
N3_V397,石段,いしだん,stone steps,N3,石 段,N3 N3
N3_V398,伝説,でんせつ,legend; tradition,N3,伝 説,N3 N3
N3_V399,助言,じょげん,advice,N3,助 言,N3 N4
N3_V400,件数,けんすう,number of cases; number of items,N3,件 数,N3 N3
N3_V401,番地,ばんち,lot number; street number,N3,番 地,N3 N4
N3_V402,間違い,まちがい,mistake; error,N3,間 違,N5 N3
N3_V403,自殺,じさつ,suicide,N3,自 殺,N4 N3
N3_V404,実際,じっさい,actually; reality,N3,実 際,N3 N3
N3_V405,歳末,さいまつ,year-end,N3,歳 末,N3 N3
N3_V406,日光,にっこう,sunlight; sunshine,N3,日 光,N5 N3
N3_V407,首相,しゅしょう,prime minister,N3,首 相,N3 N3
N3_V408,必勝,ひっしょう,certain victory; determination to win,N3,必 勝,N3 N3
N3_V409,由緒,ゆいしょ,history; pedigree; origin,N3,由 緒,N3 N3
N3_V410,愛好,あいこう,love; fondness,N3,愛 好,N3 N3
N3_V411,放火,ほうか,arson; setting fire,N3,放 火,N3 N5
N3_V412,確定,かくてい,confirmation; finalization,N3,確 定,N3 N3
N3_V413,過程,かてい,process; course,N3,過 程,N3 N3
N3_V414,馬力,ばりき,horsepower,N3,馬 力,N3 N4
N3_V415,白状,はくじょう,confession; admitting the truth,N3,白 状,N5 N3
N3_V416,予想,よそう,prediction; expectation,N3,予 想,N3 N3
N3_V417,警官,けいかん,police officer,N3,警 官,N3 N3
N3_V418,配信,はいしん,distribution; streaming,N3,配 信,N3 N3
N3_V419,若手,わかて,young person; young talent,N3,若 手,N3 N4
N3_V420,成果,せいか,result; achievement,N3,成 果,N3 N3
N3_V421,呼出し,よびだし,call; summons; paging,N3,呼 出,N3 N5
N3_V422,共通,きょうつう,common; shared,N3,共 通,N3 N4
N3_V423,残念,ざんねん,regret; unfortunate,N3,残 念,N3 N3
N3_V424,判定,はんてい,judgment; decision,N3,判 定,N3 N3
N3_V425,役員,やくいん,officer; executive; board member,N3,役 員,N3 N4
N3_V426,他国,たこく,another country; foreign country,N3,他 国,N3 N5
N3_V427,乗客,じょうきゃく,passenger,N3,乗 客,N3 N3
N3_V428,供物,くもつ,offering,N3,供 物,N3 N4
N3_V429,打者,だしゃ,batter; hitter,N3,打 者,N3 N4
N3_V430,御中,おんちゅう,attention to an organization; envelope honorific,N3,御 中,N3 N5
N3_V431,形式,けいしき,form; format; style,N3,形 式,N3 N3
N3_V432,教師,きょうし,teacher; instructor,N3,教 師,N4 N3
N3_V433,深度,しんど,depth,N3,深 度,N3 N4
N3_V434,存続,そんぞく,continuation; survival,N3,存 続,N3 N3
N3_V435,自覚,じかく,self-awareness,N3,自 覚,N4 N3
N3_V436,反対側,はんたいがわ,opposite side,N3,反 対 側,N3 N3 N3
N3_V437,飛行機,ひこうき,airplane,N3,飛 行 機,N3 N5 N3
N3_V438,突入,とつにゅう,rushing into; entering suddenly,N3,突 入,N3 N5
N3_V439,子育て,こそだて,child-rearing,N3,子 育,N5 N3
N3_V440,構想,こうそう,concept; plan,N3,構 想,N3 N3
N3_V441,守備,しゅび,defense; fielding,N3,守 備,N3 N3
N3_V442,満員,まんいん,full capacity; crowded,N3,満 員,N3 N4
N3_V443,消化,しょうか,digestion; consumption,N3,消 化,N3 N3
N3_V444,任務,にんむ,duty; mission,N3,任 務,N3 N3
N3_V445,予報,よほう,forecast,N3,予 報,N3 N3
N3_V446,進路,しんろ,course; route; future path,N3,進 路,N3 N3
N3_V447,正座,せいざ,formal kneeling posture,N3,正 座,N4 N3
N3_V448,客室,きゃくしつ,guest room; passenger cabin,N3,客 室,N3 N4
N3_V449,船員,せんいん,sailor; crew member,N3,船 員,N3 N4
N3_V450,追放,ついほう,banishment; expulsion,N3,追 放,N3 N3
N3_V451,背景,はいけい,background,N3,背 景,N3 N3
N3_V452,誰何,すいか,challenging someone's identity; who goes there,N3,誰 何,N3 N5
N3_V453,休息,きゅうそく,rest; repose,N3,休 息,N5 N3
N3_V454,老後,ろうご,old age; later life,N3,老 後,N3 N5
N3_V455,良心,りょうしん,conscience,N3,良 心,N3 N4
N3_V456,例示,れいじ,illustration; example,N3,例 示,N3 N3
N3_V457,号外,ごうがい,newspaper extra; special edition,N3,号 外,N3 N5
N3_V458,王国,おうこく,kingdom,N3,王 国,N3 N5
N3_V459,常識,じょうしき,common sense,N3,常 識,N3 N3
N3_V460,警告,けいこく,warning,N3,警 告,N3 N3
N3_V461,投手,とうしゅ,pitcher,N3,投 手,N3 N4
N3_V462,局長,きょくちょう,bureau chief; department director,N3,局 長,N3 N5
N3_V463,難問,なんもん,difficult question; hard problem,N3,難 問,N3 N4
N3_V464,人種,じんしゅ,race; ethnic group,N3,人 種,N5 N3
N3_V465,念願,ねんがん,long-held wish,N3,念 願,N3 N3
N3_V466,寄生,きせい,parasitism; living on another,N3,寄 生,N3 N5
N3_V467,商店,しょうてん,shop; store,N3,商 店,N3 N4
N3_V468,害悪,がいあく,harm; evil influence,N3,害 悪,N3 N4
N3_V469,頼み事,たのみごと,request; favor,N3,頼 事,N3 N4
N3_V470,横顔,よこがお,profile; side of the face,N3,横 顔,N3 N3
N3_V471,増大,ぞうだい,increase; enlargement,N3,増 大,N3 N5
N3_V472,時差,じさ,time difference,N3,時 差,N5 N3
N3_V473,一段,いちだん,one step; a level; more,N3,一 段,N5 N3
N3_V474,俺達,おれたち,we; us (masculine informal),N3,俺 達,N3 N3
N3_V475,手渡し,てわたし,hand delivery; handing directly,N3,手 渡,N4 N3
N3_V476,参与,さんよ,participation; participant,N3,参 与,N3 N3
N3_V477,演習,えんしゅう,practice; exercise; drill,N3,演 習,N3 N4
N3_V478,備品,びひん,equipment; fixtures,N3,備 品,N3 N4
N3_V479,例年,れいねん,usual year; every year,N3,例 年,N3 N5
N3_V480,共働き,ともばたらき,both partners working; dual-income household,N3,共 働,N3 N3
N3_V481,夜景,やけい,night view; night scenery,N3,夜 景,N4 N3
N3_V482,抜き書き,ぬきがき,excerpt; extract,N3,抜 書,N3 N5
N3_V483,遠方,えんぽう,faraway place; distance,N3,遠 方,N3 N4
N3_V484,絶望,ぜつぼう,despair; hopelessness,N3,絶 望,N3 N3
N3_V485,福音,ふくいん,good news; gospel,N3,福 音,N3 N4
N3_V486,球場,きゅうじょう,ballpark; stadium,N3,球 場,N3 N4
N3_V487,酒屋,さかや,liquor store,N3,酒 屋,N3 N4
N3_V488,君達,きみたち,you all,N3,君 達,N3 N3
N3_V489,新婚,しんこん,newly married,N3,新 婚,N4 N3
N3_V490,押売り,おしうり,high-pressure selling; forced sale,N3,押 売,N3 N4
N3_V491,割引,わりびき,discount,N3,割 引,N3 N3
N3_V492,期限,きげん,deadline; time limit,N3,期 限,N3 N3
N3_V493,取り戻す,とりもどす,to take back; to recover,N3,取 戻,N3 N3
N3_V494,学科,がっか,academic department; course of study,N3,学 科,N5 N3
N3_V495,降水,こうすい,precipitation; rainfall,N3,降 水,N3 N5
N3_V496,妻子,さいし,wife and children,N3,妻 子,N3 N5
N3_V497,福岡,ふくおか,Fukuoka,N3,福 岡,N3 N3
N3_V498,加熱,かねつ,heating,N3,加 熱,N3 N3
N3_V499,浮気,うわき,infidelity; fickleness,N3,浮 気,N3 N5
N3_V500,等分,とうぶん,equal division,N3,等 分,N3 N5
N3_V501,月末,げつまつ,end of the month,N3,月 末,N5 N3
N3_V502,年越し,としこし,passing into the New Year,N3,年 越,N5 N3
N3_V503,登山,とざん,mountain climbing,N3,登 山,N3 N5
N3_V504,未満,みまん,less than; under,N3,未 満,N3 N3
N3_V505,規定,きてい,rule; regulation; provision,N3,規 定,N3 N3
N3_V506,精力,せいりょく,energy; vitality,N3,精 力,N3 N4
N3_V507,抱き合う,だきあう,to embrace each other,N3,抱 合,N3 N3
N3_V508,処分,しょぶん,disposal; punishment; handling,N3,処 分,N3 N5
N3_V509,非常口,ひじょうぐち,emergency exit,N3,非 常 口,N3 N3 N4
N3_V510,喜怒,きど,joy and anger; emotions,N3,喜 怒,N3 N3
N3_V511,一人娘,ひとりむすめ,only daughter,N3,一 人 娘,N5 N5 N3
N3_V512,逃げ道,にげみち,escape route; way out,N3,逃 道,N3 N4
N3_V513,探し物,さがしもの,lost item; thing being searched for,N3,探 物,N3 N4
N3_V514,疑似,ぎじ,pseudo-; simulated,N3,疑 似,N3 N3
N3_V515,文具,ぶんぐ,stationery,N3,文 具,N4 N3
N3_V516,速達,そくたつ,express delivery; express mail,N3,速 達,N3 N3
N3_V517,演舞,えんぶ,performance; demonstration dance,N3,演 舞,N3 N3
N3_V518,宿命,しゅくめい,fate; destiny,N3,宿 命,N3 N3
N3_V519,倒産,とうさん,bankruptcy; business failure,N3,倒 産,N3 N3
N3_V520,寝台,しんだい,bed; berth,N3,寝 台,N3 N4
N3_V521,宅地,たくち,residential land,N3,宅 地,N3 N4
N3_V522,打破,だは,breakthrough; overcoming,N3,打 破,N3 N3
N3_V523,余計,よけい,extra; unnecessary,N3,余 計,N3 N4
N3_V524,来訪,らいほう,visit; arrival,N3,来 訪,N5 N3
N3_V525,冷水,れいすい,cold water,N3,冷 水,N3 N5
N3_V526,日暮れ,ひぐれ,sunset; dusk,N3,日 暮,N5 N3
N3_V527,腹痛,ふくつう,stomachache; abdominal pain,N3,腹 痛,N3 N3
N3_V528,危機,きき,crisis; danger,N3,危 機,N3 N3
N3_V529,特許,とっきょ,patent; special permission,N3,特 許,N4 N3
N3_V530,類似,るいじ,similarity; resemblance,N3,類 似,N3 N3
N3_V531,財政,ざいせい,public finance; finances,N3,財 政,N3 N3
N3_V532,遊び相手,あそびあいて,playmate; companion for play,N3,遊 相 手,N3 N3 N4
N3_V533,雑談,ざつだん,casual conversation; chat,N3,雑 談,N3 N3
N3_V534,恐怖感,きょうふかん,sense of fear,N3,恐 怖 感,N3 N3 N3
N3_V535,暗号,あんごう,code; cipher,N3,暗 号,N3 N3
N3_V536,悪夢,あくむ,nightmare,N3,悪 夢,N4 N3
N3_V537,食欲,しょくよく,appetite,N3,食 欲,N5 N3
N3_V538,用途,ようと,use; purpose,N3,用 途,N4 N3
N3_V539,曲名,きょくめい,song title; piece title,N3,曲 名,N3 N5
N3_V540,耳鳴り,みみなり,ringing in the ears; tinnitus,N3,耳 鳴,N3 N3
N3_V541,完成,かんせい,completion; finished state,N3,完 成,N3 N3
N3_V542,出願,しゅつがん,application; filing an application,N3,出 願,N5 N3
N3_V543,有罪,ゆうざい,guilty; conviction,N3,有 罪,N4 N3
N3_V544,散会,さんかい,adjournment; dispersal,N3,散 会,N3 N4
N3_V545,掛け声,かけごえ,shout; chant; call,N3,掛 声,N3 N3
N3_V546,昨夜,さくや,last night,N3,昨 夜,N3 N4
N3_V547,怒声,どせい,angry shout,N3,怒 声,N3 N3
N3_V548,留年,りゅうねん,repeating a school year,N3,留 年,N3 N5
N3_V549,列車,れっしゃ,train,N3,列 車,N3 N5
N3_V550,払い戻し,はらいもどし,refund; reimbursement,N3,払 戻,N3 N3
N3_V551,捕食,ほしょく,predation; feeding on prey,N3,捕 食,N3 N5
N3_V552,忘れ物,わすれもの,forgotten item; lost property,N3,忘 物,N3 N4
N3_V553,晴れ間,はれま,break in the clouds; spell of clear weather,N3,晴 間,N3 N5
N3_V554,右折,うせつ,right turn,N3,右 折,N5 N3
N3_V555,迎え入れる,むかえいれる,to welcome in; to receive,N3,迎 入,N3 N5
N3_V556,入港,にゅうこう,entering port,N3,入 港,N5 N3
N3_V557,解除,かいじょ,cancellation; release,N3,解 除,N3 N3
N3_V558,閉会,へいかい,closing of a meeting; adjournment,N3,閉 会,N3 N4
N3_V559,長髪,ちょうはつ,long hair,N3,長 髪,N5 N3
N3_V560,眠気,ねむけ,sleepiness; drowsiness,N3,眠 気,N3 N5
N3_V561,安易,あんい,easy; simple; careless,N3,安 易,N4 N3
N3_V562,車窓,しゃそう,train or car window,N3,車 窓,N5 N3
N3_V563,祖母,そぼ,grandmother,N3,祖 母,N3 N5
N3_V564,夜勤,やきん,night shift,N3,夜 勤,N4 N3
N3_V565,大昔,おおむかし,long ago; ancient times,N3,大 昔,N5 N3
N3_V566,船便,ふなびん,surface mail by ship,N3,船 便,N3 N3
N3_V567,最適,さいてき,optimal; most suitable,N3,最 適,N3 N3
N3_V568,吹き出す,ふきだす,to blow out; to burst out laughing,N3,吹 出,N3 N5
N3_V569,天候,てんこう,weather,N3,天 候,N5 N3
N3_V570,辞任,じにん,resignation,N3,辞 任,N3 N3
N3_V571,可否,かひ,yes or no; propriety,N3,可 否,N4 N3
N3_V572,遅番,おそばん,late shift,N3,遅 番,N3 N3
N3_V573,黒煙,こくえん,black smoke,N3,黒 煙,N4 N3
N3_V574,徒労,とろう,fruitless effort,N3,徒 労,N3 N3
N3_V575,欠席,けっせき,absence; nonattendance,N3,欠 席,N3 N3
N3_V576,迷路,めいろ,maze; labyrinth,N3,迷 路,N3 N3
N3_V577,水洗,すいせん,washing with water; flush system,N3,水 洗,N5 N3
N3_V578,相互,そうご,mutual; reciprocal,N3,相 互,N3 N3
N3_V579,天才,てんさい,genius,N3,天 才,N5 N3
N3_V580,更新,こうしん,renewal; update,N3,更 新,N3 N4
N3_V581,入れ歯,いれば,dentures,N3,入 歯,N5 N3
N3_V582,盗難,とうなん,theft,N3,盗 難,N3 N3
N3_V583,慣例,かんれい,custom; convention,N3,慣 例,N3 N3
N3_V584,本箱,ほんばこ,bookcase; bookshelf,N3,本 箱,N5 N3
N3_V585,到来,とうらい,arrival; coming,N3,到 来,N3 N5
N3_V586,山頂,さんちょう,mountain summit,N3,山 頂,N5 N3
N3_V587,金杯,きんぱい,gold cup; gold trophy,N3,金 杯,N5 N3
N3_V588,皆無,かいむ,none; nonexistent,N3,皆 無,N3 N4
N3_V589,招集,しょうしゅう,calling together; convocation,N3,招 集,N3 N4
N3_V590,寒空,さむぞら,cold sky; cold weather,N3,寒 空,N3 N4
N3_V591,赤恥,あかはじ,shame; humiliation,N3,赤 恥,N4 N3
N3_V592,黒猫,くろねこ,black cat,N3,黒 猫,N4 N3
N3_V593,誤字,ごじ,typographical error; wrong character,N3,誤 字,N3 N4
N3_V594,努力不足,どりょくぶそく,lack of effort,N3,努 力 不 足,N3 N4 N4 N4
N3_V595,幾分,いくぶん,somewhat; to some extent,N3,幾 分,N3 N5
N3_V596,賛否,さんぴ,approval and disapproval; pros and cons,N3,賛 否,N3 N3
N3_V597,偶数,ぐうすう,even number,N3,偶 数,N3 N3
N3_V598,忙殺,ぼうさつ,being extremely busy,N3,忙 殺,N3 N3
N3_V599,遠泳,えんえい,long-distance swimming,N3,遠 泳,N3 N3
N3_V600,長靴,ながぐつ,boots; rubber boots,N3,長 靴,N5 N3
N3_V601,偉業,いぎょう,great achievement,N3,偉 業,N3 N4
