id,word,reading,english_meaning,study_level,kanji_components,component_levels
N2_V394,九州,きゅうしゅう,Kyushu,N2,九 州,N5 N2
N2_V395,領域,りょういき,domain; area,N2,領 域,N2 N2
N2_V396,文芸,ぶんげい,literature and arts,N2,文 芸,N4 N2
N2_V397,小型,こがた,small-sized; compact,N2,小 型,N5 N2
N2_V398,香料,こうりょう,fragrance; flavoring,N2,香 料,N2 N4
N2_V399,量産,りょうさん,mass production,N2,量 産,N2 N3
N2_V400,境界,きょうかい,boundary; border,N2,境 界,N2 N4
N2_V401,二階,にかい,second floor,N2,二 階,N5 N2
N2_V402,区別,くべつ,distinction; classification,N2,区 別,N2 N4
N2_V403,波長,はちょう,wavelength,N2,波 長,N2 N5
N2_V404,移民,いみん,immigrant; migration,N2,移 民,N2 N3
N2_V405,各地,かくち,various places,N2,各 地,N2 N4
N2_V406,長編,ちょうへん,full-length work,N2,長 編,N5 N2
N2_V407,裏口,うらぐち,back entrance,N2,裏 口,N2 N4
N2_V408,比例,ひれい,proportion,N2,比 例,N2 N3
N2_V409,包装紙,ほうそうし,wrapping paper,N2,包 装 紙,N2 N2 N4
N2_V410,反省,はんせい,reflection; self-examination,N2,反 省,N3 N2
N2_V411,消費税,しょうひぜい,consumption tax,N2,消 費 税,N3 N3 N2
N2_V412,競技,きょうぎ,competition; sporting event,N2,競 技,N2 N2
N2_V413,運河,うんが,canal,N2,運 河,N4 N2
N2_V414,北極,ほっきょく,North Pole; Arctic,N2,北 極,N5 N2
N2_V415,予防,よぼう,prevention,N2,予 防,N3 N2
N2_V416,最低,さいてい,lowest; minimum,N2,最 低,N3 N2
N2_V417,導入,どうにゅう,introduction; implementation,N2,導 入,N2 N5
N2_V418,胸囲,きょうい,chest measurement,N2,胸 囲,N2 N2
N2_V419,陸上,りくじょう,land; track and field,N2,陸 上,N2 N5
N2_V420,諸問題,しょもんだい,various problems,N2,諸 問 題,N2 N4 N4
N2_V421,革命,かくめい,revolution,N2,革 命,N2 N3
N2_V422,負担,ふたん,burden; responsibility,N2,負 担,N3 N2
N2_V423,受賞,じゅしょう,receiving a prize,N2,受 賞,N3 N2
N2_V424,火星,かせい,Mars,N2,火 星,N5 N2
N2_V425,回復,かいふく,recovery,N2,回 復,N3 N2
N2_V426,片道,かたみち,one-way trip,N2,片 道,N2 N4
N2_V427,並行,へいこう,parallel; going alongside,N2,並 行,N2 N5
N2_V428,気温,きおん,air temperature,N2,気 温,N5 N2
N2_V429,軽食,けいしょく,light meal,N2,軽 食,N2 N5
N2_V430,著作,ちょさく,literary work; writing,N2,著 作,N2 N4
N2_V431,乱用,らんよう,abuse; misuse,N2,乱 用,N2 N4
N2_V432,一章,いっしょう,one chapter,N2,一 章,N5 N2
N2_V433,分布,ぶんぷ,distribution,N2,分 布,N5 N2
N2_V434,三角,さんかく,triangle,N2,三 角,N5 N2
N2_V435,仏像,ぶつぞう,Buddhist statue,N2,仏 像,N2 N2
N2_V436,日誌,にっし,daily log; journal,N2,日 誌,N5 N2
N2_V437,加減,かげん,degree; adjustment,N2,加 減,N3 N2
N2_V438,水準,すいじゅん,level; standard,N2,水 準,N5 N2
N2_V439,委員会,いいんかい,committee,N2,委 員 会,N2 N4 N4
N2_V440,法令,ほうれい,law; ordinance,N2,法 令,N3 N2
N2_V441,発刊,はっかん,publication; launching a periodical,N2,発 刊,N4 N2
N2_V442,全焼,ぜんしょう,burned down completely,N2,全 焼,N3 N2
N2_V443,血圧,けつあつ,blood pressure,N2,血 圧,N2 N2
N2_V444,額面,がくめん,face value; nominal amount,N2,額 面,N2 N3
N2_V445,目印,めじるし,mark; landmark,N2,目 印,N4 N2
N2_V446,貯水池,ちょすいち,reservoir,N2,貯 水 池,N2 N5 N2
N2_V447,臣下,しんか,retainer; subject,N2,臣 下,N2 N5
N2_V448,金庫,きんこ,safe; vault,N2,金 庫,N5 N2
N2_V449,板前,いたまえ,Japanese chef,N2,板 前,N2 N5
N2_V450,失恋,しつれん,broken heart; disappointed love,N2,失 恋,N3 N2
N2_V451,羽根,はね,feather; wing,N2,羽 根,N2 N2
N2_V452,専用,せんよう,exclusive use,N2,専 用,N2 N4
N2_V453,逆効果,ぎゃくこうか,opposite effect; backfire,N2,逆 効 果,N2 N2 N3
N2_V454,腕前,うでまえ,skill; ability,N2,腕 前,N2 N5
N2_V455,短所,たんしょ,weak point; shortcoming,N2,短 所,N2 N3
N2_V456,普段,ふだん,usual; everyday,N2,普 段,N2 N3
N2_V457,岩山,いわやま,rocky mountain,N2,岩 山,N2 N5
N2_V458,竹馬,たけうま,stilts,N2,竹 馬,N2 N3
N2_V459,育児,いくじ,childcare,N2,育 児,N3 N2
N2_V460,版画,はんが,print; woodblock print,N2,版 画,N2 N4
N2_V461,被告,ひこく,defendant,N2,被 告,N2 N3
N2_V462,岸辺,きしべ,shore; bank,N2,岸 辺,N2 N2
N2_V463,超音波,ちょうおんぱ,ultrasound; ultrasonic wave,N2,超 音 波,N2 N4 N2
N2_V464,豊作,ほうさく,good harvest,N2,豊 作,N2 N4
N2_V465,包含,ほうがん,inclusion; containing,N2,包 含,N2 N2
N2_V466,植林,しょくりん,afforestation; tree planting,N2,植 林,N2 N2
N2_V467,候補,こうほ,candidate,N2,候 補,N3 N2
N2_V468,暴走,ぼうそう,reckless running; runaway,N2,暴 走,N2 N4
N2_V469,日課,にっか,daily routine,N2,日 課,N5 N2
N2_V470,跡地,あとち,site; former site,N2,跡 地,N2 N4
N2_V471,触感,しょっかん,touch sensation; texture,N2,触 感,N2 N3
N2_V472,水玉,みずたま,water drop; polka dot,N2,水 玉,N5 N2
N2_V473,億万,おくまん,millions; vast wealth,N2,億 万,N2 N5
N2_V474,劇場,げきじょう,theater,N2,劇 場,N2 N4
N2_V475,刺身,さしみ,sashimi,N2,刺 身,N2 N4
N2_V476,口述,こうじゅつ,oral statement; dictation,N2,口 述,N4 N2
N2_V477,指輪,ゆびわ,ring,N2,指 輪,N3 N2
N2_V478,純真,じゅんしん,pure; innocent,N2,純 真,N2 N4
N2_V479,薄着,うすぎ,light clothing,N2,薄 着,N2 N4
N2_V480,固体,こたい,solid (state),N2,固 体,N2 N4
N2_V481,巨額,きょがく,huge amount of money,N2,巨 額,N2 N2
N2_V482,講師,こうし,lecturer; instructor,N2,講 師,N2 N3
N2_V483,湯気,ゆげ,steam; vapor,N2,湯 気,N2 N5
N2_V484,両替,りょうがえ,currency exchange; change-making,N2,両 替,N3 N2
N2_V485,骨組,ほねぐみ,framework; skeleton,N2,骨 組,N2 N3
N2_V486,高齢,こうれい,advanced age,N2,高 齢,N5 N2
N2_V487,対照,たいしょう,contrast; comparison,N2,対 照,N3 N2
N2_V488,高層,こうそう,high-rise; upper layer,N2,高 層,N5 N2
N2_V489,強弱,きょうじゃく,strength and weakness,N2,強 弱,N4 N2
N2_V490,構築,こうちく,construction; building up,N2,構 築,N3 N2
N2_V491,脳内,のうない,within the brain,N2,脳 内,N2 N3
N2_V492,航空,こうくう,aviation; air travel,N2,航 空,N2 N4
N2_V493,快感,かいかん,pleasant sensation,N2,快 感,N2 N3
N2_V494,翌年,よくねん,the following year,N2,翌 年,N2 N5
N2_V495,新旧,しんきゅう,new and old,N2,新 旧,N4 N2
N2_V496,筆記,ひっき,writing; written test,N2,筆 記,N2 N3
N2_V497,変換,へんかん,conversion; transformation,N2,変 換,N3 N2
N2_V498,群集,ぐんしゅう,crowd; gathering,N2,群 集,N2 N4
N2_V499,爆音,ばくおん,explosive roar; loud noise,N2,爆 音,N2 N4
N2_V500,油田,ゆでん,oil field,N2,油 田,N2 N4
N2_V501,伸長,しんちょう,extension; growth,N2,伸 長,N2 N5
N2_V502,承知,しょうち,knowledge; consent,N2,承 知,N2 N4
N2_V503,青雲,せいうん,blue sky; high ambition,N2,青 雲,N4 N2
N2_V504,訓練所,くんれんじょ,training center,N2,訓 練 所,N2 N2 N3
N2_V505,包囲,ほうい,surrounding; encirclement,N2,包 囲,N2 N2
N2_V506,県庁,けんちょう,prefectural government office,N2,県 庁,N2 N2
N2_V507,予測,よそく,prediction; forecast,N2,予 測,N3 N2
N2_V508,二倍,にばい,double; twice,N2,二 倍,N5 N2
N2_V509,乳児,にゅうじ,infant,N2,乳 児,N2 N2
N2_V510,荒天,こうてん,stormy weather,N2,荒 天,N2 N5
N2_V511,箱詰,はこづめ,packing in boxes,N2,箱 詰,N3 N2
N2_V512,法則,ほうそく,law; rule,N2,法 則,N3 N2
N2_V513,禁煙,きんえん,no smoking; smoking ban,N2,禁 煙,N2 N3
N2_V514,順番,じゅんばん,order; turn,N2,順 番,N2 N3
N2_V515,一枚,いちまい,one flat item,N2,一 枚,N5 N2
N2_V516,濃厚,のうこう,rich; dense; strong,N2,濃 厚,N2 N2
N2_V517,簡易,かんい,simple; simplified,N2,簡 易,N2 N3
N2_V518,孫娘,まごむすめ,granddaughter,N2,孫 娘,N2 N3
N2_V519,身丈,みたけ,body height; garment length,N2,身 丈,N4 N2
N2_V520,黄金,おうごん,gold; golden,N2,黄 金,N2 N5
N2_V521,採点,さいてん,scoring; marking,N2,採 点,N2 N3
N2_V522,宝物,たからもの,treasure; prized possession,N2,宝 物,N2 N4
N2_V523,患部,かんぶ,affected area,N2,患 部,N2 N3
N2_V524,延期,えんき,postponement,N2,延 期,N2 N3
N2_V525,規律,きりつ,discipline; rules,N2,規 律,N3 N2
N2_V526,希少,きしょう,scarce; rare,N2,希 少,N2 N4
N2_V527,甘口,あまくち,sweet; mild,N2,甘 口,N2 N4
N2_V528,西欧,せいおう,Western Europe,N2,西 欧,N5 N2
N2_V529,砂地,すなじ,sandy ground,N2,砂 地,N2 N4
N2_V530,尊重,そんちょう,respect; regard,N2,尊 重,N2 N4
N2_V531,口紅,くちべに,lipstick,N2,口 紅,N4 N2
N2_V532,複雑,ふくざつ,complex; complicated,N2,複 雑,N2 N3
N2_V533,一泊,いっぱく,one-night stay,N2,一 泊,N5 N2
N2_V534,入荷,にゅうか,arrival of goods,N2,入 荷,N5 N2
N2_V535,小枝,こえだ,twig; small branch,N2,小 枝,N5 N2
N2_V536,依存,いぞん,dependence,N2,依 存,N2 N3
N2_V537,幼少,ようしょう,early childhood,N2,幼 少,N2 N4
N2_V538,勇者,ゆうしゃ,brave person; hero,N2,勇 者,N2 N4
N2_V539,昇進,しょうしん,promotion,N2,昇 進,N2 N3
N2_V540,寿命,じゅみょう,lifespan,N2,寿 命,N2 N3
N2_V541,菜食,さいしょく,vegetarian diet,N2,菜 食,N2 N5
N2_V542,季語,きご,seasonal word (haiku),N2,季 語,N2 N5
N2_V543,乗車券,じょうしゃけん,train/bus ticket,N2,乗 車 券,N3 N5 N2
N2_V544,文化祭,ぶんかさい,school cultural festival,N2,文 化 祭,N4 N3 N2
N2_V545,紙袋,かみぶくろ,paper bag,N2,紙 袋,N4 N2
N2_V546,燃焼,ねんしょう,combustion; burning,N2,燃 焼,N2 N2
N2_V547,中毒,ちゅうどく,poisoning; addiction,N2,中 毒,N5 N2
N2_V548,札束,さつたば,bundle of banknotes,N2,札 束,N2 N3
N2_V549,脇役,わきやく,supporting role,N2,脇 役,N2 N3
N2_V550,高卒,こうそつ,high-school graduate,N2,高 卒,N5 N2
N2_V551,副作用,ふくさよう,side effect,N2,副 作 用,N2 N4 N4
N2_V552,針金,はりがね,wire,N2,針 金,N2 N5
N2_V553,拝読,はいどく,reading (humble),N2,拝 読,N2 N5
N2_V554,海水浴,かいすいよく,sea bathing,N2,海 水 浴,N4 N5 N2
N2_V555,悩み事,なやみごと,worry; concern,N2,悩 事,N2 N4
N2_V556,汚物,おぶつ,filth; waste,N2,汚 物,N2 N4
N2_V557,灯火,とうか,lamplight; light,N2,灯 火,N2 N5
N2_V558,坊主,ぼうず,Buddhist priest; shaved head,N2,坊 主,N2 N4
N2_V559,涙目,なみだめ,tearful eyes,N2,涙 目,N2 N4
N2_V560,停電,ていでん,power outage,N2,停 電,N2 N5
N2_V561,了解,りょうかい,understanding; acknowledgement,N2,了 解,N2 N3
N2_V562,冷汗,ひやあせ,cold sweat,N2,冷 汗,N3 N2
N2_V563,郵送,ゆうそう,mailing; sending by post,N2,郵 送,N2 N4
N2_V564,毛虫,けむし,caterpillar,N2,毛 虫,N2 N2
N2_V565,闇夜,やみよ,dark night,N2,闇 夜,N2 N4
N2_V566,通貨,つうか,currency,N2,通 貨,N4 N2
N2_V567,心臓,しんぞう,heart,N2,心 臓,N4 N2
N2_V568,塩水,しおみず,salt water,N2,塩 水,N2 N5
N2_V569,均等,きんとう,equal; even,N2,均 等,N2 N3
N2_V570,湖面,こめん,lake surface,N2,湖 面,N2 N3
N2_V571,損害,そんがい,damage; loss,N2,損 害,N2 N3
N2_V572,辛苦,しんく,hardship,N2,辛 苦,N2 N3
N2_V573,双子,ふたご,twins,N2,双 子,N2 N5
N2_V574,一軒,いっけん,one house; one establishment,N2,一 軒,N5 N2
N2_V575,実績,じっせき,achievement; record,N2,実 績,N3 N2
N2_V576,同姓,どうせい,same surname,N2,同 姓,N4 N2
N2_V577,書籍,しょせき,books; publications,N2,書 籍,N5 N2
N2_V578,珍品,ちんぴん,rare item; curiosity,N2,珍 品,N2 N4
N2_V579,教訓,きょうくん,lesson; moral,N2,教 訓,N4 N2
N2_V580,漁船,ぎょせん,fishing boat,N2,漁 船,N2 N3
N2_V581,緑茶,りょくちゃ,green tea,N2,緑 茶,N2 N4
N2_V582,踊り場,おどりば,stair landing; dance floor,N2,踊 場,N2 N4
N2_V583,封書,ふうしょ,sealed letter,N2,封 書,N2 N5
N2_V584,兆候,ちょうこう,sign; indication,N2,兆 候,N2 N3
N2_V585,支柱,しちゅう,supporting pillar,N2,支 柱,N3 N2
N2_V586,祝福,しゅくふく,blessing; congratulations,N2,祝 福,N2 N3
N2_V587,炭火,すみび,charcoal fire,N2,炭 火,N2 N5
N2_V588,柔和,にゅうわ,gentle; mild,N2,柔 和,N2 N3
N2_V589,解雇,かいこ,dismissal; firing,N2,解 雇,N3 N2
N2_V590,鋭利,えいり,sharp; keen,N2,鋭 利,N2 N3
N2_V591,氷点,ひょうてん,freezing point,N2,氷 点,N2 N3
N2_V592,四隅,よすみ,four corners,N2,四 隅,N5 N2
N2_V593,冊数,さっすう,number of books/volumes,N2,冊 数,N2 N3
N2_V594,糸口,いとぐち,clue; beginning,N2,糸 口,N2 N4
N2_V595,公募,こうぼ,public recruitment,N2,公 募,N4 N2
N2_V596,硬化,こうか,hardening,N2,硬 化,N2 N3
N2_V597,塗装,とそう,painting; coating,N2,塗 装,N2 N2
N2_V598,憎悪,ぞうお,hatred,N2,憎 悪,N2 N4
N2_V599,泥棒,どろぼう,thief,N2,泥 棒,N2 N2
N2_V600,粉末,ふんまつ,powder,N2,粉 末,N2 N3
N2_V601,動詞,どうし,verb,N2,動 詞,N4 N2
N2_V602,円筒,えんとう,cylinder,N2,円 筒,N5 N2
N2_V603,掃除,そうじ,cleaning,N2,掃 除,N2 N3
N2_V604,五重塔,ごじゅうのとう,five-story pagoda,N2,五 重 塔,N5 N4 N2
N2_V605,賢人,けんじん,wise person,N2,賢 人,N2 N5
N2_V606,拾い物,ひろいもの,found object; lucky find,N2,拾 物,N2 N4
N2_V607,麦茶,むぎちゃ,barley tea,N2,麦 茶,N2 N4
N2_V608,増刷,ぞうさつ,additional printing,N2,増 刷,N3 N2
N2_V609,卵黄,らんおう,egg yolk,N2,卵 黄,N2 N2
N2_V610,小皿,こざら,small plate,N2,小 皿,N5 N2
N2_V611,祈念,きねん,prayer; commemoration,N2,祈 念,N2 N3
N2_V612,召使い,めしつかい,servant,N2,召 使,N2 N4
N2_V613,溶岩,ようがん,lava,N2,溶 岩,N2 N2
N2_V614,歯磨き,はみがき,toothbrushing; toothpaste,N2,歯 磨,N3 N2
N2_V615,一粒,ひとつぶ,one grain; one drop,N2,一 粒,N5 N2
N2_V616,喫煙,きつえん,smoking,N2,喫 煙,N2 N3
N2_V617,貯水,ちょすい,water storage,N2,貯 水,N2 N5
N2_V618,綿毛,わたげ,fluff; down,N2,綿 毛,N2 N2
N2_V619,贈与,ぞうよ,gift; donation,N2,贈 与,N2 N3
N2_V620,空瓶,あきびん,empty bottle,N2,空 瓶,N4 N2
N2_V621,涼風,りょうふう,cool breeze,N2,涼 風,N2 N4
N2_V622,一秒,いちびょう,one second,N2,一 秒,N5 N2
N2_V623,多湿,たしつ,high humidity,N2,多 湿,N4 N2
N2_V624,蒸発,じょうはつ,evaporation,N2,蒸 発,N2 N4
N2_V625,和菓子,わがし,Japanese sweets,N2,和 菓 子,N3 N2 N5
N2_V626,農耕,のうこう,farming; cultivation,N2,農 耕,N2 N2
N2_V627,鉱山,こうざん,mine,N2,鉱 山,N2 N5
N2_V628,胃病,いびょう,stomach illness,N2,胃 病,N2 N4
N2_V629,近郊,きんこう,suburbs; outskirts,N2,近 郊,N4 N2
N2_V630,銅板,どうばん,copper plate,N2,銅 板,N2 N2
N2_V631,鈍角,どんかく,obtuse angle,N2,鈍 角,N2 N2
N2_V632,枯れ木,かれき,dead tree,N2,枯 木,N2 N5
N2_V633,一滴,いってき,one drop,N2,一 滴,N5 N2
N2_V634,音符,おんぷ,musical note,N2,音 符,N4 N2
N2_V635,軟化,なんか,softening,N2,軟 化,N2 N3
N2_V636,零度,れいど,zero degrees,N2,零 度,N2 N4
