id,word,reading,english_meaning,study_level,kanji_components,component_levels
N1_V0390,逮捕,たいほ,arrest,N1,逮 捕,N1 N3
N1_V0391,誠実,せいじつ,sincere; honest,N1,誠 実,N1 N3
N1_V0392,炎症,えんしょう,inflammation,N1,炎 症,N1 N1
N1_V0393,椅子,いす,chair,N1,椅 子,N1 N5
N1_V0394,寛大,かんだい,generous; tolerant,N1,寛 大,N1 N5
N1_V0395,一斉,いっせい,all at once,N1,一 斉,N5 N1
N1_V0396,稲穂,いなほ,ear of rice,N1,稲 穂,N1 N1
N1_V0397,兼業,けんぎょう,side business; concurrent occupation,N1,兼 業,N1 N4
N1_V0398,飼育,しいく,rearing; breeding,N1,飼 育,N1 N3
N1_V0399,促進,そくしん,promotion; acceleration,N1,促 進,N1 N3
N1_V0400,尚更,なおさら,all the more,N1,尚 更,N1 N3
N1_V0401,色彩,しきさい,color; coloring,N1,色 彩,N4 N1
N1_V0402,温暖,おんだん,warm; mild climate,N1,温 暖,N2 N1
N1_V0403,風俗,ふうぞく,customs; manners,N1,風 俗,N4 N1
N1_V0404,比較,ひかく,comparison,N1,比 較,N2 N1
N1_V0405,傍観,ぼうかん,looking on; bystanding,N1,傍 観,N1 N3
N1_V0406,肝臓,かんぞう,liver,N1,肝 臓,N1 N2
N1_V0407,田畑,たはた,fields; farmland,N1,田 畑,N4 N1
N1_V0408,山峰,さんぽう,mountain peak,N1,山 峰,N5 N1
N1_V0409,誇張,こちょう,exaggeration,N1,誇 張,N1 N1
N1_V0410,通信網,つうしんもう,communications network,N1,通 信 網,N4 N3 N1
N1_V0411,渋滞,じゅうたい,traffic congestion,N1,渋 滞,N1 N1
N1_V0412,魂胆,こんたん,intention; scheme,N1,魂 胆,N1 N1
N1_V0413,牧場,ぼくじょう,farm; ranch,N1,牧 場,N1 N4
N1_V0414,控除,こうじょ,deduction,N1,控 除,N1 N3
N1_V0415,紛争,ふんそう,dispute; conflict,N1,紛 争,N1 N3
N1_V0416,戒律,かいりつ,religious precepts,N1,戒 律,N1 N2
N1_V0417,没収,ぼっしゅう,confiscation,N1,没 収,N1 N3
N1_V0418,既存,きそん,existing,N1,既 存,N1 N3
N1_V0419,股関節,こかんせつ,hip joint,N1,股 関 節,N1 N3 N1
N1_V0420,脅迫,きょうはく,threat; intimidation,N1,脅 迫,N1 N1
N1_V0421,遠征,えんせい,expedition,N1,遠 征,N3 N1
N1_V0422,覆面,ふくめん,mask; disguise,N1,覆 面,N1 N3
N1_V0423,郡部,ぐんぶ,rural districts,N1,郡 部,N1 N3
N1_V0424,丘陵,きゅうりょう,hills,N1,丘 陵,N1 N1
N1_V0425,佳作,かさく,commendable work,N1,佳 作,N1 N4
N1_V0426,叔父,おじ,uncle,N1,叔 父,N1 N5
N1_V0427,委託,いたく,consignment; delegation,N1,委 託,N2 N1
N1_V0428,哀悼,あいとう,mourning; condolences,N1,哀 悼,N1 N1
N1_V0429,肥料,ひりょう,fertilizer,N1,肥 料,N1 N4
N1_V0430,朗読,ろうどく,reading aloud,N1,朗 読,N1 N5
N1_V0431,慎重,しんちょう,careful; prudent,N1,慎 重,N1 N4
N1_V0432,悠久,ゆうきゅう,eternity; permanence,N1,悠 久,N1 N2
N1_V0433,眉毛,まゆげ,eyebrow,N1,眉 毛,N1 N2
N1_V0434,拒否,きょひ,refusal,N1,拒 否,N1 N3
N1_V0435,概要,がいよう,overview,N1,概 要,N1 N3
N1_V0436,顧客,こきゃく,customer,N1,顧 客,N1 N3
N1_V0437,腐敗,ふはい,decay; corruption,N1,腐 敗,N1 N3
N1_V0438,挨拶,あいさつ,greeting,N1,挨 拶,N1 N1
N1_V0439,孤独,こどく,loneliness,N1,孤 独,N1 N1
N1_V0440,返却,へんきゃく,returning an item,N1,返 却,N3 N1
N1_V0441,海賊,かいぞく,pirate,N1,海 賊,N4 N1
N1_V0442,別荘,べっそう,vacation home,N1,別 荘,N4 N1
N1_V0443,巨匠,きょしょう,master; great artist,N1,巨 匠,N2 N1
N1_V0444,後悔,こうかい,regret,N1,後 悔,N5 N1
N1_V0445,監獄,かんごく,prison,N1,監 獄,N1 N1
N1_V0446,滞在,たいざい,stay; sojourn,N1,滞 在,N1 N3
N1_V0447,待遇,たいぐう,treatment;待遇,N1,待 遇,N4 N1
N1_V0448,淡水,たんすい,fresh water,N1,淡 水,N1 N5
N1_V0449,購入,こうにゅう,purchase,N1,購 入,N1 N5
N1_V0450,合併,がっぺい,merger,N1,合 併,N3 N1
N1_V0451,崇拝,すうはい,worship,N1,崇 拝,N1 N2
N1_V0452,唯一,ゆいいつ,only; sole,N1,唯 一,N1 N5
N1_V0453,垂直,すいちょく,vertical,N1,垂 直,N1 N3
N1_V0454,分岐,ぶんき,branching,N1,分 岐,N5 N1
N1_V0455,俳優,はいゆう,actor,N1,俳 優,N1 N3
N1_V0456,斜面,しゃめん,slope,N1,斜 面,N1 N3
N1_V0457,令嬢,れいじょう,daughter; young lady,N1,令 嬢,N2 N1
N1_V0458,陥没,かんぼつ,cave-in; subsidence,N1,陥 没,N1 N1
N1_V0459,賠償,ばいしょう,compensation,N1,賠 償,N1 N1
N1_V0460,鑑定,かんてい,appraisal,N1,鑑 定,N1 N3
N1_V0461,勧誘,かんゆう,solicitation; invitation,N1,勧 誘,N1 N1
N1_V0462,葬式,そうしき,funeral,N1,葬 式,N1 N3
N1_V0463,焦点,しょうてん,focus,N1,焦 点,N1 N3
N1_V0464,剛性,ごうせい,rigidity,N1,剛 性,N1 N3
N1_V0465,膨張,ぼうちょう,expansion,N1,膨 張,N1 N1
N1_V0466,法廷,ほうてい,courtroom,N1,法 廷,N3 N1
N1_V0467,紫外線,しがいせん,ultraviolet rays,N1,紫 外 線,N1 N5 N2
N1_V0468,銘柄,めいがら,brand; make,N1,銘 柄,N1 N1
N1_V0469,鎌倉,かまくら,Kamakura,N1,鎌 倉,N1 N1
N1_V0470,細菌,さいきん,bacteria,N1,細 菌,N2 N1
N1_V0471,稼働,かどう,operation; running,N1,稼 働,N1 N3
N1_V0472,譲渡,じょうと,transfer; assignment,N1,譲 渡,N1 N3
N1_V0473,随時,ずいじ,at any time; as needed,N1,随 時,N1 N5
N1_V0474,遂行,すいこう,accomplishment; execution,N1,遂 行,N1 N5
N1_V0475,冒険,ぼうけん,adventure,N1,冒 険,N1 N3
N1_V0476,安泰,あんたい,security; peace,N1,安 泰,N4 N1
N1_V0477,右翼,うよく,right wing,N1,右 翼,N5 N1
N1_V0478,凄惨,せいさん,ghastly; gruesome,N1,凄 惨,N1 N1
N1_V0479,序列,じょれつ,ranking; order,N1,序 列,N1 N3
N1_V0480,門扉,もんぴ,gate door,N1,門 扉,N2 N1
N1_V0481,是非,ぜひ,by all means; right or wrong,N1,是 非,N1 N3
N1_V0482,寸法,すんぽう,dimensions,N1,寸 法,N1 N3
N1_V0483,家賃,やちん,rent,N1,家 賃,N4 N1
N1_V0484,探偵,たんてい,detective,N1,探 偵,N3 N1
N1_V0485,清澄,せいちょう,clear; pure,N1,清 澄,N2 N1
N1_V0486,特殊,とくしゅ,special,N1,特 殊,N4 N1
N1_V0487,緩和,かんわ,relaxation; easing,N1,緩 和,N1 N3
N1_V0488,頑固,がんこ,stubborn,N1,頑 固,N1 N2
N1_V0489,指紋,しもん,fingerprint,N1,指 紋,N3 N1
N1_V0490,砂糖,さとう,sugar,N1,砂 糖,N2 N1
N1_V0491,煮物,にもの,simmered dish,N1,煮 物,N1 N4
N1_V0492,芳香,ほうこう,fragrance,N1,芳 香,N1 N2
N1_V0493,悲惨,ひさん,miserable; tragic,N1,悲 惨,N3 N1
N1_V0494,歓迎,かんげい,welcome,N1,歓 迎,N1 N3
N1_V0495,虐待,ぎゃくたい,abuse,N1,虐 待,N1 N4
N1_V0496,咽喉,いんこう,throat,N1,咽 喉,N1 N1
N1_V0497,趣旨,しゅし,purpose; gist,N1,趣 旨,N1 N1
N1_V0498,凝縮,ぎょうしゅく,condensation; compression,N1,凝 縮,N1 N1
N1_V0499,首都圏,しゅとけん,Tokyo metropolitan area,N1,首 都 圏,N3 N3 N1
N1_V0500,乾拭き,からぶき,dry wiping,N1,乾 拭,N2 N1
N1_V0501,生涯,しょうがい,lifetime,N1,生 涯,N5 N1
N1_V0502,貞操,ていそう,chastity,N1,貞 操,N1 N1
N1_V0503,堅実,けんじつ,steady; reliable,N1,堅 実,N1 N3
N1_V0504,倫理,りんり,ethics,N1,倫 理,N1 N4
N1_V0505,演壇,えんだん,platform; rostrum,N1,演 壇,N3 N1
N1_V0506,呉服,ごふく,kimono fabric,N1,呉 服,N1 N4
N1_V0507,休暇,きゅうか,holiday; leave,N1,休 暇,N5 N1
N1_V0508,容貌,ようぼう,appearance; looks,N1,容 貌,N3 N1
N1_V0509,閉塞,へいそく,blockage,N1,閉 塞,N3 N1
N1_V0510,噴火,ふんか,volcanic eruption,N1,噴 火,N1 N5
N1_V0511,老婆,ろうば,old woman,N1,老 婆,N3 N1
N1_V0512,山岳,さんがく,mountains,N1,山 岳,N5 N1
N1_V0513,蹴球,しゅうきゅう,soccer; football,N1,蹴 球,N1 N3
N1_V0514,合鍵,あいかぎ,spare key,N1,合 鍵,N3 N1
N1_V0515,配膳,はいぜん,serving meals,N1,配 膳,N3 N1
N1_V0516,尺度,しゃくど,scale; measure,N1,尺 度,N1 N4
N1_V0517,処罰,しょばつ,punishment,N1,処 罰,N3 N1
N1_V0518,漏電,ろうでん,electrical leakage,N1,漏 電,N1 N5
N1_V0519,朱色,しゅいろ,vermilion color,N1,朱 色,N1 N4
N1_V0520,一覧,いちらん,list; overview,N1,一 覧,N5 N1
N1_V0521,漂流,ひょうりゅう,drifting,N1,漂 流,N1 N3
N1_V0522,果汁,かじゅう,fruit juice,N1,果 汁,N3 N1
N1_V0523,静寂,せいじゃく,silence; stillness,N1,静 寂,N3 N1
N1_V0524,感嘆,かんたん,admiration; exclamation,N1,感 嘆,N3 N1
N1_V0525,座禅,ざぜん,Zen meditation,N1,座 禅,N3 N1
N1_V0526,浄化,じょうか,purification,N1,浄 化,N1 N3
N1_V0527,残酷,ざんこく,cruel,N1,残 酷,N3 N1
N1_V0528,刃物,はもの,cutlery; edged tool,N1,刃 物,N1 N4
N1_V0529,漫談,まんだん,comic monologue; humorous talk,N1,漫 談,N1 N3
N1_V0530,濃霧,のうむ,dense fog,N1,濃 霧,N2 N1
N1_V0531,猛暑,もうしょ,extreme heat,N1,猛 暑,N1 N1
N1_V0532,本棚,ほんだな,bookshelf,N1,本 棚,N5 N1
N1_V0533,半袖,はんそで,short sleeves,N1,半 袖,N5 N1
N1_V0534,壮大,そうだい,magnificent,N1,壮 大,N1 N5
N1_V0535,旬刊,じゅんかん,published every ten days,N1,旬 刊,N1 N2
N1_V0536,彫刻,ちょうこく,sculpture,N1,彫 刻,N1 N3
N1_V0537,需要,じゅよう,demand,N1,需 要,N1 N3
N1_V0538,鎖国,さこく,national isolation,N1,鎖 国,N1 N5
N1_V0539,潰瘍,かいよう,ulcer,N1,潰 瘍,N1 N1
N1_V0540,縦横,じゅうおう,length and breadth; freely,N1,縦 横,N1 N3
N1_V0541,化粧,けしょう,makeup,N1,化 粧,N3 N1
N1_V0542,恐慌,きょうこう,panic; crisis,N1,恐 慌,N3 N1
N1_V0543,穏健,おんけん,moderate; calm,N1,穏 健,N1 N1
N1_V0544,枠組,わくぐみ,framework,N1,枠 組,N1 N3
N1_V0545,謎解き,なぞとき,puzzle solving,N1,謎 解,N1 N3
N1_V0546,名誉,めいよ,honor,N1,名 誉,N5 N1
N1_V0547,逸脱,いつだつ,deviation,N1,逸 脱,N1 N1
N1_V0548,持駒,もちごま,piece in hand (shogi),N1,持 駒,N4 N1
N1_V0549,惜別,せきべつ,regretful farewell,N1,惜 別,N1 N4
N1_V0550,措置,そち,measure; action,N1,措 置,N1 N3
N1_V0551,水晶,すいしょう,quartz; crystal,N1,水 晶,N5 N1
N1_V0552,琴線,きんせん,heartstrings,N1,琴 線,N1 N2
N1_V0553,摂取,せっしゅ,intake,N1,摂 取,N1 N3
N1_V0554,拍手,はくしゅ,applause,N1,拍 手,N1 N4
N1_V0555,稽古,けいこ,practice; training,N1,稽 古,N1 N4
N1_V0556,基礎,きそ,foundation; basics,N1,基 礎,N1 N1
N1_V0557,遭難,そうなん,distress; accident,N1,遭 難,N1 N3
N1_V0558,車掌,しゃしょう,train conductor,N1,車 掌,N5 N1
N1_V0559,土鍋,どなべ,earthenware pot,N1,土 鍋,N5 N1
N1_V0560,弓道,きゅうどう,Japanese archery,N1,弓 道,N1 N4
N1_V0561,克服,こくふく,overcoming,N1,克 服,N1 N4
N1_V0562,据置,すえおき,leaving as is; deferment,N1,据 置,N1 N3
N1_V0563,大胆,だいたん,bold,N1,大 胆,N5 N1
N1_V0564,跳躍,ちょうやく,jump; leap,N1,跳 躍,N1 N1
N1_V0565,束縛,そくばく,restraint,N1,束 縛,N3 N1
N1_V0566,鎮静,ちんせい,calming; sedation,N1,鎮 静,N1 N3
N1_V0567,落雷,らくらい,lightning strike,N1,落 雷,N3 N1
N1_V0568,怨恨,えんこん,grudge; resentment,N1,怨 恨,N1 N1
N1_V0569,顕著,けんちょ,remarkable; conspicuous,N1,顕 著,N1 N2
N1_V0570,繁殖,はんしょく,breeding; propagation,N1,繁 殖,N1 N1
N1_V0571,湧水,ゆうすい,spring water,N1,湧 水,N1 N5
N1_V0572,将棋,しょうぎ,shogi,N1,将 棋,N2 N1
N1_V0573,技巧,ぎこう,technique; craftsmanship,N1,技 巧,N2 N1
N1_V0574,浸水,しんすい,flooding; water immersion,N1,浸 水,N1 N5
N1_V0575,白桃,はくとう,white peach,N1,白 桃,N5 N1
N1_V0576,間隔,かんかく,interval,N1,間 隔,N5 N1
N1_V0577,班長,はんちょう,group leader,N1,班 長,N1 N5
N1_V0578,甚大,じんだい,enormous; serious,N1,甚 大,N1 N5
N1_V0579,妊娠,にんしん,pregnancy,N1,妊 娠,N1 N1
N1_V0580,福祉,ふくし,welfare,N1,福 祉,N3 N1
N1_V0581,野獣,やじゅう,wild beast,N1,野 獣,N4 N1
N1_V0582,疾患,しっかん,disease; disorder,N1,疾 患,N1 N2
N1_V0583,学習塾,がくしゅうじゅく,cram school,N1,学 習 塾,N5 N4 N1
N1_V0584,干潟,ひがた,tidal flat,N1,干 潟,N2 N1
N1_V0585,打撲,だぼく,bruise; blow,N1,打 撲,N3 N1
N1_V0586,金塊,きんかい,gold bullion,N1,金 塊,N5 N1
N1_V0587,絞殺,こうさつ,strangulation,N1,絞 殺,N1 N3
N1_V0588,履歴,りれき,personal history,N1,履 歴,N1 N2
N1_V0589,苗木,なえぎ,sapling,N1,苗 木,N1 N5
N1_V0590,里芋,さといも,taro,N1,里 芋,N2 N1
N1_V0591,冗談,じょうだん,joke,N1,冗 談,N1 N3
N1_V0592,陶器,とうき,pottery,N1,陶 器,N1 N1
N1_V0593,激励,げきれい,encouragement,N1,激 励,N1 N1
N1_V0594,陳述,ちんじゅつ,statement,N1,陳 述,N1 N2
N1_V0595,野猿,やえん,wild monkey,N1,野 猿,N4 N1
N1_V0596,葛粉,くずこ,kudzu starch,N1,葛 粉,N1 N2
N1_V0597,日傘,ひがさ,parasol,N1,日 傘,N5 N1
N1_V0598,啓発,けいはつ,enlightenment; awareness,N1,啓 発,N1 N4
N1_V0599,劣化,れっか,deterioration,N1,劣 化,N1 N3
N1_V0600,撤回,てっかい,withdrawal; retraction,N1,撤 回,N1 N3
N1_V0601,殴打,おうだ,beating,N1,殴 打,N1 N3
N1_V0602,矛盾,むじゅん,contradiction,N1,矛 盾,N1 N1
N1_V0603,衰退,すいたい,decline,N1,衰 退,N1 N3
N1_V0604,滝川,たきがわ,waterfall river; Takikawa,N1,滝 川,N1 N5
N1_V0605,慰謝,いしゃ,consolation; compensation,N1,慰 謝,N1 N1
N1_V0606,毒蛇,どくじゃ,venomous snake,N1,毒 蛇,N2 N1
N1_V0607,洋梨,ようなし,pear,N1,洋 梨,N4 N1
N1_V0608,悪癖,あくへき,bad habit,N1,悪 癖,N4 N1
N1_V0609,潤沢,じゅんたく,abundant; plentiful,N1,潤 沢,N1 N1
N1_V0610,植木鉢,うえきばち,flowerpot,N1,植 木 鉢,N2 N5 N1
N1_V0611,戯曲,ぎきょく,drama; play,N1,戯 曲,N1 N3
N1_V0612,大腸,だいちょう,large intestine,N1,大 腸,N5 N1
N1_V0613,偏見,へんけん,prejudice,N1,偏 見,N1 N5
N1_V0614,巣箱,すばこ,nest box,N1,巣 箱,N1 N3
N1_V0615,宴会,えんかい,banquet; party,N1,宴 会,N1 N4
N1_V0616,暖炉,だんろ,fireplace,N1,暖 炉,N1 N1
N1_V0617,病棟,びょうとう,hospital ward,N1,病 棟,N4 N1
N1_V0618,洞窟,どうくつ,cave,N1,洞 窟,N1 N1
N1_V0619,狩猟,しゅりょう,hunting,N1,狩 猟,N1 N1
N1_V0620,陛下,へいか,His/Her Majesty,N1,陛 下,N1 N5
N1_V0621,磁石,じしゃく,magnet,N1,磁 石,N1 N3
N1_V0622,清潔,せいけつ,cleanliness,N1,清 潔,N2 N1
N1_V0623,粘膜,ねんまく,mucous membrane,N1,粘 膜,N1 N1
N1_V0624,貧乏,びんぼう,poverty; poor,N1,貧 乏,N3 N1
N1_V0625,吉祥,きっしょう,auspiciousness,N1,吉 祥,N1 N1
N1_V0626,未曽有,みぞう,unprecedented,N1,未 曽 有,N3 N1 N4
N1_V0627,店舗,てんぽ,store; shop,N1,店 舗,N4 N1
N1_V0628,抽選,ちゅうせん,lottery; drawing,N1,抽 選,N1 N3
N1_V0629,睡眠,すいみん,sleep,N1,睡 眠,N1 N3
N1_V0630,賭博,とばく,gambling,N1,賭 博,N1 N1
N1_V0631,総括,そうかつ,summary; overall control,N1,総 括,N2 N1
N1_V0632,犠牲,ぎせい,sacrifice,N1,犠 牲,N1 N1
N1_V0633,粗末,そまつ,poor; crude,N1,粗 末,N1 N3
N1_V0634,卑劣,ひれつ,mean;卑劣,N1,卑 劣,N1 N1
N1_V0635,貼付,ちょうふ,pasting; attachment,N1,貼 付,N1 N3
N1_V0636,拉致,らち,abduction,N1,拉 致,N1 N1
N1_V0637,帆船,はんせん,sailing ship,N1,帆 船,N1 N3
N1_V0638,挿入,そうにゅう,insertion,N1,挿 入,N1 N5
N1_V0639,羊毛,ようもう,wool,N1,羊 毛,N1 N2
N1_V0640,枕元,まくらもと,beside one's pillow,N1,枕 元,N1 N4
N1_V0641,錯覚,さっかく,illusion,N1,錯 覚,N1 N3
N1_V0642,謙虚,けんきょ,humble; modest,N1,謙 虚,N1 N1
N1_V0643,真珠,しんじゅ,pearl,N1,真 珠,N4 N1
N1_V0644,貯蓄,ちょちく,savings,N1,貯 蓄,N2 N1
N1_V0645,開拓,かいたく,development; pioneering,N1,開 拓,N4 N1
N1_V0646,鼓舞,こぶ,inspiration; encouragement,N1,鼓 舞,N1 N3
N1_V0647,純粋,じゅんすい,pure,N1,純 粋,N2 N1
N1_V0648,大尉,たいい,captain,N1,大 尉,N5 N1
N1_V0649,皇后,こうごう,empress,N1,皇 后,N1 N1
N1_V0650,粘土,ねんど,clay,N1,粘 土,N1 N5
N1_V0651,披露,ひろう,announcement; presentation,N1,披 露,N1 N1
N1_V0652,徐行,じょこう,slow driving,N1,徐 行,N1 N5
N1_V0653,喜悦,きえつ,joy; delight,N1,喜 悦,N3 N1
N1_V0654,堪忍,かんにん,patience; pardon,N1,堪 忍,N1 N1
N1_V0655,王冠,おうかん,crown,N1,王 冠,N3 N1
N1_V0656,愉快,ゆかい,pleasant; cheerful,N1,愉 快,N1 N2
N1_V0657,尿検査,にょうけんさ,urine test,N1,尿 検 査,N1 N1 N2
N1_V0658,下顎,かがく,lower jaw,N1,下 顎,N5 N1
N1_V0659,誓約,せいやく,pledge; oath,N1,誓 約,N1 N3
N1_V0660,憂鬱,ゆううつ,depression; gloom,N1,憂 鬱,N1 N1
N1_V0661,名簿,めいぼ,roster,N1,名 簿,N5 N1
N1_V0662,食糧,しょくりょう,food provisions,N1,食 糧,N5 N1
N1_V0663,架橋,かきょう,bridge construction,N1,架 橋,N1 N2
N1_V0664,発芽,はつが,germination,N1,発 芽,N4 N1
N1_V0665,中軸,ちゅうじく,central axis,N1,中 軸,N5 N1
N1_V0666,苛酷,かこく,harsh; severe,N1,苛 酷,N1 N1
N1_V0667,頭蓋,ずがい,skull,N1,頭 蓋,N3 N1
N1_V0668,盆地,ぼんち,basin,N1,盆 地,N1 N4
N1_V0669,凶器,きょうき,weapon used in a crime,N1,凶 器,N1 N1
N1_V0670,王妃,おうひ,queen consort,N1,王 妃,N3 N1
N1_V0671,庶民,しょみん,common people,N1,庶 民,N1 N3
N1_V0672,秩序,ちつじょ,order,N1,秩 序,N1 N1
N1_V0673,裾野,すその,foot of a mountain,N1,裾 野,N1 N4
N1_V0674,幽霊,ゆうれい,ghost,N1,幽 霊,N1 N1
N1_V0675,平凡,へいぼん,ordinary,N1,平 凡,N3 N1
N1_V0676,砂漠,さばく,desert,N1,砂 漠,N2 N1
N1_V0677,拙速,せっそく,hasty; rough-and-ready,N1,拙 速,N1 N3
N1_V0678,恒例,こうれい,customary practice,N1,恒 例,N1 N3
N1_V0679,西暦,せいれき,Common Era calendar,N1,西 暦,N5 N1
N1_V0680,腫瘍,しゅよう,tumor,N1,腫 瘍,N1 N1
N1_V0681,峠道,とうげみち,mountain-pass road,N1,峠 道,N1 N4
N1_V0682,宰相,さいしょう,prime minister; chancellor,N1,宰 相,N1 N3
N1_V0683,野蛮,やばん,barbarous; savage,N1,野 蛮,N4 N1
N1_V0684,窮地,きゅうち,difficult situation,N1,窮 地,N1 N4
N1_V0685,爪痕,つめあと,claw mark; scar,N1,爪 痕,N1 N1
N1_V0686,幼稚,ようち,childish;幼稚,N1,幼 稚,N2 N1
N1_V0687,屈辱,くつじょく,humiliation,N1,屈 辱,N1 N1
N1_V0688,砂嵐,すなあらし,sandstorm,N1,砂 嵐,N2 N1
N1_V0689,憤慨,ふんがい,indignation,N1,憤 慨,N1 N1
N1_V0690,治癒,ちゆ,healing,N1,治 癒,N3 N1
N1_V0691,疎外,そがい,alienation,N1,疎 外,N1 N5
N1_V0692,雰囲気,ふんいき,atmosphere,N1,雰 囲 気,N1 N2 N5
N1_V0693,表彰,ひょうしょう,commendation,N1,表 彰,N3 N1
N1_V0694,肺炎,はいえん,pneumonia,N1,肺 炎,N1 N1
N1_V0695,傑作,けっさく,masterpiece,N1,傑 作,N1 N4
N1_V0696,拘束,こうそく,restraint,N1,拘 束,N1 N3
N1_V0697,頻度,ひんど,frequency,N1,頻 度,N1 N4
N1_V0698,緯度,いど,latitude,N1,緯 度,N1 N4
N1_V0699,妖怪,ようかい,supernatural creature,N1,妖 怪,N1 N1
N1_V0700,養豚,ようとん,pig farming,N1,養 豚,N1 N1
N1_V0701,藍色,あいいろ,indigo blue,N1,藍 色,N1 N4
N1_V0702,鍛錬,たんれん,discipline; training,N1,鍛 錬,N1 N1
N1_V0703,繊維,せんい,fiber,N1,繊 維,N1 N1
N1_V0704,裁縫,さいほう,sewing,N1,裁 縫,N1 N1
N1_V0705,把握,はあく,grasp; understanding,N1,把 握,N1 N1
N1_V0706,高楼,こうろう,tall building; tower,N1,高 楼,N5 N1
N1_V0707,捕捉,ほそく,capture; grasp,N1,捕 捉,N3 N1
N1_V0708,漬物,つけもの,pickles,N1,漬 物,N1 N4
N1_V0709,紳士,しんし,gentleman,N1,紳 士,N1 N1
N1_V0710,飽和,ほうわ,saturation,N1,飽 和,N1 N3
N1_V0711,宛名,あてな,addressee name,N1,宛 名,N1 N5
N1_V0712,財閥,ざいばつ,business conglomerate,N1,財 閥,N3 N1
N1_V0713,旋回,せんかい,turning; circling,N1,旋 回,N1 N3
N1_V0714,坪数,つぼすう,floor area in tsubo,N1,坪 数,N1 N3
N1_V0715,断崖,だんがい,cliff,N1,断 崖,N3 N1
N1_V0716,叱責,しっせき,reprimand,N1,叱 責,N1 N3
N1_V0717,鶏肉,とりにく,chicken meat,N1,鶏 肉,N1 N4
N1_V0718,海峡,かいきょう,strait,N1,海 峡,N4 N1
N1_V0719,海溝,かいこう,ocean trench,N1,海 溝,N4 N1
N1_V0720,素朴,そぼく,simple; rustic,N1,素 朴,N1 N1
N1_V0721,軌道,きどう,orbit; track,N1,軌 道,N1 N4
N1_V0722,瓦屋根,かわらやね,tiled roof,N1,瓦 屋 根,N1 N4 N2
N1_V0723,喪失,そうしつ,loss,N1,喪 失,N1 N3
N1_V0724,墨汁,ぼくじゅう,India ink,N1,墨 汁,N1 N1
N1_V0725,疫病,えきびょう,epidemic disease,N1,疫 病,N1 N4
N1_V0726,普遍,ふへん,universal,N1,普 遍,N2 N1
N1_V0727,濁音,だくおん,voiced sound,N1,濁 音,N1 N4
N1_V0728,扇風機,せんぷうき,electric fan,N1,扇 風 機,N1 N4 N3
N1_V0729,拳銃,けんじゅう,handgun,N1,拳 銃,N1 N1
N1_V0730,乙女,おとめ,maiden,N1,乙 女,N1 N5
N1_V0731,発酵,はっこう,fermentation,N1,発 酵,N4 N1
N1_V0732,堤防,ていぼう,embankment,N1,堤 防,N1 N2
N1_V0733,阻止,そし,prevention; obstruction,N1,阻 止,N1 N4
N1_V0734,桑畑,くわばたけ,mulberry field,N1,桑 畑,N1 N1
N1_V0735,捕虜,ほりょ,prisoner of war,N1,捕 虜,N3 N1
N1_V0736,乞食,こじき,beggar,N1,乞 食,N1 N5
N1_V0737,恭順,きょうじゅん,obedience; submission,N1,恭 順,N1 N2
N1_V0738,警鐘,けいしょう,alarm bell; warning,N1,警 鐘,N3 N1
N1_V0739,余剰,よじょう,surplus,N1,余 剰,N3 N1
N1_V0740,慈善,じぜん,charity,N1,慈 善,N1 N1
N1_V0741,半径,はんけい,radius,N1,半 径,N5 N1
N1_V0742,栽培,さいばい,cultivation,N1,栽 培,N1 N1
N1_V0743,擁護,ようご,advocacy; protection,N1,擁 護,N1 N1
N1_V0744,輪郭,りんかく,outline; contour,N1,輪 郭,N2 N1
N1_V0745,呪文,じゅもん,spell; incantation,N1,呪 文,N1 N4
N1_V0746,粉砕,ふんさい,pulverization,N1,粉 砕,N2 N1
N1_V0747,沙汰,さた,affair; news; disposition,N1,沙 汰,N1 N1
N1_V0748,勃発,ぼっぱつ,outbreak,N1,勃 発,N1 N4
N1_V0749,老翁,ろうおう,old man,N1,老 翁,N3 N1
N1_V0750,絹糸,きぬいと,silk thread,N1,絹 糸,N1 N2
N1_V0751,楽譜,がくふ,musical score,N1,楽 譜,N4 N1
N1_V0752,痴漢,ちかん,molester,N1,痴 漢,N1 N4
N1_V0753,汽笛,きてき,steam whistle,N1,汽 笛,N1 N1
N1_V0754,曖昧,あいまい,ambiguous,N1,曖 昧,N1 N1
N1_V0755,唾液,だえき,saliva,N1,唾 液,N1 N2
N1_V0756,脂肪,しぼう,fat,N1,脂 肪,N2 N1
N1_V0757,土塀,どべい,earth wall,N1,土 塀,N5 N1
N1_V0758,囲碁,いご,Go,N1,囲 碁,N2 N1
N1_V0759,勇敢,ゆうかん,brave,N1,勇 敢,N2 N1
N1_V0760,本塁,ほんるい,home base,N1,本 塁,N5 N1
N1_V0761,早暁,そうぎょう,early dawn,N1,早 暁,N4 N1
N1_V0762,胴体,どうたい,torso,N1,胴 体,N1 N4
N1_V0763,民謡,みんよう,folk song,N1,民 謡,N3 N1
N1_V0764,飢餓,きが,starvation,N1,飢 餓,N1 N1
N1_V0765,空欄,くうらん,blank field,N1,空 欄,N4 N1
N1_V0766,艶色,えんしょく,glossy color; charm,N1,艶 色,N1 N4
N1_V0767,傷痕,きずあと,scar,N1,傷 痕,N1 N1
N1_V0768,怠慢,たいまん,negligence,N1,怠 慢,N1 N1
